Time,1%,30%,50%,70%,,,,,,,,,,
1,182.6139012,185.054713,187.0073624,188.960012,,,,,,,,,,
2,185.4247783,187.4262607,189.027438,190.6286201,,,,,,,,,,
3,179.5016912,181.17814,182.5192976,183.8604582,,,,,,,,,,
4,173.3865427,174.9110344,176.1306277,177.3502211,,,,,,,,,,
5,166.5895344,168.1089175,169.3244246,170.5399314,,,,,,,,,,
6,159.8802346,161.2719425,162.3853088,163.4986751,,,,,,,,,,
7,157.856828,159.6824694,161.1429826,162.6034957,,,,,,,,,,
8,156.274782,158.5162904,160.3094971,162.1027038,,,,,,,,,,
9,152.9535669,155.8397307,158.1486617,160.4575927,,,,,,,,,,
10,151.0244716,155.0634574,158.294646,161.5258347,,,,,,,,,,
11,150.357842,155.7086976,159.9893822,164.2700667,,,,,,,,,,
12,156.3520492,162.3434195,167.1365147,171.929612,,,,,,,,,,
13,156.9879865,163.5588974,168.8156241,174.0723546,,,,,,,,,,
14,159.6157554,167.158848,173.1933233,179.2277979,,,,,,,,,,
15,162.7798728,170.2501753,176.2264172,182.2026592,,,,,,,,,,
16,171.3712817,178.8658035,184.8614209,190.8570383,,,,,,,,,,
17,177.3050226,184.4984091,190.2531183,196.0078275,,,,,,,,,,
18,181.3677216,188.2948837,193.8366134,199.3783431,,,,,,,,,,Look into y-axis
19,182.9424724,188.7466458,193.3899845,198.0333231,,,,,,,,,,
20,183.267265,188.9809404,193.5518807,198.1228209,,,,,,,,,,
21,177.9709605,183.7123954,188.3055433,192.8986913,,,,,,,,,,
22,178.5098378,183.5602961,187.6006535,191.6410294,,,,,,,,,,
23,179.274569,183.6683556,187.1833854,190.6984141,,29%,1.60%,,,,,,,
24,186.9220904,190.4137956,193.2071594,196.0005234,,20%,1.20%,,,,,,,
25,196.7135265,199.4076004,201.5628595,203.7181187,,,,,,,,,,
26,197.6337278,199.9351173,201.7762295,203.6173418,,,,,,,,,,
27,195.129711,197.0127228,198.5191316,200.0255408,,1%,30%,50%,70%,,,,,
28,192.1816308,193.8098428,195.1124124,196.4149824,,158687.4617,162316.4853,165219.704,168122.9232,,,,,
29,185.9374696,187.3847139,188.5425093,189.700305,,,,,,,,,,
30,179.2063284,180.751447,181.9875418,183.223637,,,,,,,,,,
31,172.6033217,174.1794254,175.4403078,176.7011904,,,,,,,,,,
32,170.2918588,172.6555351,174.5464762,176.4374172,,,,,,,,,,
33,167.7461913,171.2072531,173.9760954,176.7449378,,,,,,,,,,
34,170.8152063,175.0029159,178.3530836,181.7032513,,,,,,,,,,
35,174.2780875,179.434873,183.560243,187.6857297,,,,,,,,,,
36,175.5298122,181.3219724,185.9557006,190.5894287,,,,,,,,,,
37,182.8770666,189.1008122,194.0798083,199.0588045,,,,,,,,,,
38,189.0443789,196.2870894,202.0812577,207.875426,,,,,,,,,,
39,194.8395889,201.6817695,207.1555207,212.6292681,,,,,,,,,,
40,202.3461474,208.4926923,213.4099282,218.3271641,,,,,,,,,,
41,204.6936999,211.1061497,216.2361087,221.3660684,,,,,,,,,,
42,199.8814263,206.6702128,212.101242,217.5322691,,,,,,,,,,
43,193.2755865,199.6029006,204.6647521,209.7266031,,,,,,,,,,
44,186.1372924,192.7424517,198.026579,203.3107067,,,,,,,,,,
45,182.4146735,188.2854985,192.9821584,197.6788185,,,,,,,,,,
46,178.550233,183.59173,187.6249275,191.6581251,,,,,,,,,,
47,179.4780012,184.0171534,187.6484752,191.2797969,,,,,,,,,,
48,189.2180818,193.6604558,197.214355,200.7682541,,,,,,,,,,
49,204.3622697,214.2542777,222.1678842,230.0814906,,,,,,,,,,
50,207.3568331,214.9060059,220.9453441,226.9846824,,,,,,,,,,
51,206.1897478,210.0378252,213.1162872,216.1947491,,,,,,,,,,
52,202.5952524,205.6679464,208.1261017,210.5842569,,,,,,,,,,
53,196.9004675,199.4646495,201.5159951,203.5673407,,,,,,,,,,
54,190.1225751,192.2986886,194.0395794,195.7804702,,,,,,,,,,
55,186.8180736,189.3455766,191.367579,193.3895814,,,,,,,,,,
56,184.132862,187.4544991,190.1118088,192.7691184,,,,,,,,,,
57,186.7001037,190.8312743,194.1362109,197.4411474,,,,,,,,,,
58,185.1828115,190.3338392,194.4546612,198.5754833,,,,,,,,,,
59,185.8920409,191.1519605,195.3598961,199.5678317,,,,,,,,,,
60,188.9937198,194.9911686,199.7891276,204.5870867,,,,,,,,,,
61,191.414083,197.3047137,202.0172182,206.7297227,,,,,,,,,,
62,196.4701374,202.6539773,207.6010493,212.5481212,,,,,,,,,,
63,203.1717984,208.9087924,213.4983876,218.0879827,,,,,,,,,,
64,206.6571538,213.2807885,218.5796962,223.8786039,,,,,,,,,,
65,202.4848946,209.2043988,214.5800021,219.9556054,,,,,,,,,,
66,195.2033119,202.4462057,208.2405208,214.0348358,,,,,,,,,,
67,188.4465645,196.2471356,202.4875925,208.7280494,,,,,,,,,,
68,186.1613618,194.0787361,200.4126356,206.7465349,,,,,,,,,,
69,180.9728135,186.8414497,191.5363588,196.2312678,,,,,,,,,,
70,178.0346665,183.1783424,187.2932831,191.4082238,,,,,,,,,,
71,179.0488054,182.7757283,185.7572666,188.7388049,,,,,,,,,,
72,190.0169194,193.2137031,195.7711302,198.3285571,,,,,,,,,,
73,204.2468338,207.0637145,209.3172187,211.570723,,,,,,,,,,
74,208.9372142,211.0757434,212.7865672,214.4973908,,,,,,,,,,
75,208.140742,210.0898371,211.649113,213.208389,,,,,,,,,,
76,202.3648018,204.0288106,205.3600176,206.6912245,,,,,,,,,,
77,195.2486698,196.8268705,198.0894292,199.3519885,,,,,,,,,,
78,188.2059121,189.6683136,190.8382349,192.0081562,,,,,,,,,,
79,184.3965277,187.6561122,190.2637796,192.8714471,,,,,,,,,,
80,182.588399,187.9182236,192.1820833,196.445943,,,,,,,,,,
81,184.1317035,190.7687446,196.0783796,201.3880144,,,,,,,,,,
82,186.1158923,193.5485989,199.4947625,205.4409261,,,,,,,,,,
83,189.2225188,195.7278815,200.932172,206.1364623,,,,,,,,,,
84,199.1940515,205.0431732,209.7224717,214.4017691,,,,,,,,,,
85,219.0313808,225.5760929,230.8118626,236.0476322,,,,,,,,,,
86,234.8250487,240.9701919,245.886315,250.8024381,,,,,,,,,,
87,239.0296094,244.516514,248.9060345,253.2955567,,,,,,,,,,
88,235.515846,241.2676107,245.8690224,250.4704341,,,,,,,,,,
89,229.1476866,235.5243629,240.625706,245.7270478,,,,,,,,,,
90,223.0654908,230.1659209,235.8462642,241.5266074,,,,,,,,,,
91,215.5164351,222.6399056,228.3386777,234.0374497,,,,,,,,,,
92,212.9875074,219.2442277,224.2496027,229.2549792,,,,,,,,,,
93,208.378216,215.047424,220.3827931,225.7181607,,,,,,,,,,
94,204.7954618,209.8214806,213.8422958,217.863111,,,,,,,,,,
