Time (hrs),1%,30%,50%,100%,,
1,182.6139012,185.054713,187.0073624,187.0073624,,
2,185.4247783,187.4262607,189.027438,189.027438,,
3,179.5016912,181.17814,182.5192976,182.5192976,,
4,173.3865427,174.9110344,176.1306277,176.1306277,,
5,166.5895344,168.1089175,169.3244246,169.3244246,,
6,159.8802346,161.2719425,162.3853088,162.3853088,,
7,157.856828,159.6824694,161.1429826,161.1429826,,
8,156.274782,158.5162904,160.3094971,160.3094971,,
9,152.9535669,155.8397307,158.1486617,158.1486617,,
10,151.0244716,155.0634574,158.294646,158.294646,,
11,150.357842,155.7086976,159.9893822,159.9893822,,
12,156.3520492,162.3434195,167.1365147,167.1365147,,
13,156.9879865,163.5588974,168.8156241,168.8156241,,
14,159.6157554,167.158848,173.1933233,173.1933233,,
15,162.7798728,170.2501753,176.2264172,176.2264172,,
16,171.3712817,178.8658035,184.8614209,184.8614209,,
17,177.3050226,184.4984091,190.2531183,190.2531183,,
18,181.3677216,188.2948837,193.8366134,193.8366134,,
19,182.9424724,188.7466458,193.3899845,193.3899845,,
20,183.267265,188.9809404,193.5518807,193.5518807,,
21,177.9709605,183.7123954,188.3055433,188.3055433,,
22,178.5098378,183.5602961,187.6006535,187.6006535,,
23,179.274569,183.6683556,187.1833854,187.1833854,,
24,186.9220904,190.4137956,193.2071594,193.2071594,,
25,196.7135265,199.4076004,201.5628595,201.5628595,,
26,197.6337278,199.9351173,201.7762295,201.7762295,,
27,195.129711,197.0127228,198.5191316,198.5191316,,
28,192.1816308,193.8098428,195.1124124,195.1124124,,
29,185.9374696,187.3847139,188.5425093,188.5425093,,
30,179.2063284,180.751447,181.9875418,181.9875418,,
31,172.6033217,174.1794254,175.4403078,175.4403078,,
32,170.2918588,172.6555351,174.5464762,174.5464762,,
33,167.7461913,171.2072531,173.9760954,173.9760954,,What is happening to curve? Is approximation valid?
34,170.8152063,175.0029159,178.3530836,178.3530836,,
35,174.2780875,179.434873,183.560243,183.560243,,
36,175.5298122,181.3219724,185.9557006,185.9557006,,
37,182.8770666,189.1008122,194.0798083,194.0798083,,
38,189.0443789,196.2870894,202.0812577,202.0812577,,
39,194.8395889,201.6817695,207.1555207,207.1555207,,
40,202.3461474,208.4926923,213.4099282,213.4099282,,
41,204.6936999,211.1061497,216.2361087,216.2361087,,
42,199.8814263,206.6702128,212.101242,212.101242,,
43,193.2755865,199.6029006,204.6647521,204.6647521,,
44,186.1372924,192.7424517,198.026579,198.026579,,
45,182.4146735,188.2854985,192.9821584,192.9821584,,
46,178.550233,183.59173,187.6249275,187.6249275,,
47,179.4780012,184.0171534,187.6484752,187.6484752,,
48,189.2180818,193.6604558,197.214355,197.214355,,
49,204.3622697,214.2542777,222.1678842,222.1678842,,
50,207.3568331,214.9060059,220.9453441,220.9453441,,
51,206.1897478,210.0378252,213.1162872,213.1162872,,
52,202.5952524,205.6679464,208.1261017,208.1261017,,
53,196.9004675,199.4646495,201.5159951,201.5159951,,
54,190.1225751,192.2986886,194.0395794,194.0395794,,
55,186.8180736,189.3455766,191.367579,191.367579,,
56,184.132862,187.4544991,190.1118088,190.1118088,,
57,186.7001037,190.8312743,194.1362109,194.1362109,,
58,185.1828115,190.3338392,194.4546612,194.4546612,,
59,185.8920409,191.1519605,195.3598961,195.3598961,,
60,188.9937198,194.9911686,199.7891276,199.7891276,,
61,191.414083,197.3047137,202.0172182,202.0172182,,
62,196.4701374,202.6539773,207.6010493,207.6010493,,
63,203.1717984,208.9087924,213.4983876,213.4983876,,
64,206.6571538,213.2807885,218.5796962,218.5796962,,
65,202.4848946,209.2043988,214.5800021,214.5800021,,
66,195.2033119,202.4462057,208.2405208,208.2405208,,
67,188.4465645,196.2471356,202.4875925,202.4875925,,
68,186.1613618,194.0787361,200.4126356,200.4126356,,
69,180.9728135,186.8414497,191.5363588,191.5363588,,
70,178.0346665,183.1783424,187.2932831,187.2932831,,
71,179.0488054,182.7757283,185.7572666,185.7572666,,
72,190.0169194,193.2137031,195.7711302,195.7711302,,
73,204.2468338,207.0637145,209.3172187,209.3172187,,
74,208.9372142,211.0757434,212.7865672,212.7865672,,
75,208.140742,210.0898371,211.649113,211.649113,,
76,202.3648018,204.0288106,205.3600176,205.3600176,,
77,195.2486698,196.8268705,198.0894292,198.0894292,,
78,188.2059121,189.6683136,190.8382349,190.8382349,,
79,184.3965277,187.6561122,190.2637796,190.2637796,,
80,182.588399,187.9182236,192.1820833,192.1820833,,
81,184.1317035,190.7687446,196.0783796,196.0783796,,
82,186.1158923,193.5485989,199.4947625,199.4947625,,
83,189.2225188,195.7278815,200.932172,200.932172,,
84,199.1940515,205.0431732,209.7224717,209.7224717,,
85,219.0313808,225.5760929,230.8118626,230.8118626,,
86,234.8250487,240.9701919,245.886315,245.886315,,
87,239.0296094,244.516514,248.9060345,248.9060345,,
88,235.515846,241.2676107,245.8690224,245.8690224,,
89,229.1476866,235.5243629,240.625706,240.625706,,
90,223.0654908,230.1659209,235.8462642,235.8462642,,
91,215.5164351,222.6399056,228.3386777,228.3386777,,
92,212.9875074,219.2442277,224.2496027,224.2496027,,
93,208.378216,215.047424,220.3827931,220.3827931,,
94,204.7954618,209.8214806,213.8422958,213.8422958,,
95,205.0416712,208.8153983,211.8343798,211.8343798,,
96,214.353022,217.6288026,220.2494271,220.2494271,,
97,240.3811247,242.7896318,244.7164376,244.7164376,,
98,247.7015052,249.7325858,251.3574503,251.3574503,,
99,248.4637437,249.9666158,251.1689135,251.1689135,,
100,244.6903072,246.1899347,247.3896368,247.3896368,,
101,235.2114797,236.7126468,237.9135804,237.9135804,,
102,225.9495882,227.7241635,229.1438236,229.1438236,,
103,220.8509918,223.695533,225.9711659,225.9711659,,
104,223.603059,228.224314,231.9213179,231.9213179,,
105,224.7280105,230.7405727,235.5506224,235.5506224,,
106,227.3697157,234.3602397,239.9526588,239.9526588,,
107,233.0507115,239.7873685,245.1766941,245.1766941,,
108,242.9206607,249.2649237,254.3403342,254.3403342,,
109,262.127328,268.3251708,273.283445,273.283445,,
110,276.4856454,282.1740347,286.7247462,286.7247462,,
111,273.0319944,278.5640878,282.9897625,282.9897625,,
112,263.4316272,269.9444935,275.1547864,275.1547864,,
113,252.7197935,259.0062951,264.0354964,264.0354964,,
114,241.6836823,249.447046,255.657737,255.657737,,
115,231.8004283,240.5064639,247.4712925,247.4712925,,
116,225.8822217,232.8128296,238.3573159,238.3573159,,
117,221.4768183,227.7393881,232.7494439,232.7494439,,
118,217.3386076,222.5075743,226.6427476,226.6427476,,
119,218.2384624,222.3279627,225.599563,225.599563,,
120,227.0333327,231.0616267,234.284262,234.284262,,
121,248.7842286,252.3226185,255.1533304,255.1533304,,
122,256.122256,258.7597321,260.869713,260.869713,,
123,256.9120749,258.9989963,260.6685333,260.6685333,,
124,251.7850424,253.2472955,254.4170979,254.4170979,,
125,233.3491916,234.8310318,236.0165039,236.0165039,,
126,222.3145548,224.3621272,226.0001851,226.0001851,,
127,217.948519,220.945032,223.3422425,223.3422425,,
128,229.7190516,234.8803426,239.0093754,239.0093754,,
129,230.1482239,236.232682,241.1002485,241.1002485,,
130,232.3577066,239.4642931,245.1495623,245.1495623,,
131,235.621997,241.8453706,246.8240695,246.8240695,,
132,244.0680341,251.6977678,257.8015546,257.8015546,,
133,264.9833159,271.4656889,276.6515873,276.6515873,,
134,278.0561854,284.0992126,288.9336343,288.9336343,,
135,273.8638361,279.3655949,283.7670019,283.7670019,,
136,264.8609265,270.8651812,275.6685848,275.6685848,,
137,254.1555054,260.7209324,265.9732739,265.9732739,,
138,242.5196826,250.1668991,256.2846723,256.2846723,,
139,231.3769206,239.8064988,246.5501614,246.5501614,,
140,223.8880753,231.5814591,237.7361663,237.7361663,,
141,219.8332418,226.6380128,232.0818297,232.0818297,,
142,216.3365015,221.7738273,226.1236879,226.1236879,,
143,217.725642,221.8604317,225.1682635,225.1682635,,
144,221.753881,225.3821328,228.2847342,228.2847342,,
145,238.0585393,241.384363,244.0450218,244.0450218,,
146,242.4649884,245.0809917,247.1737942,247.1737942,,
147,240.6493549,242.8325478,244.5791021,244.5791021,,
148,233.5736388,235.3341186,236.7424995,236.7424995,,
149,221.5261531,223.1601705,224.4673824,224.4673824,,
150,212.1994993,214.3885184,216.1396823,216.1396823,,
151,204.8162942,208.1280446,210.7774448,210.7774448,,
152,201.4844126,207.3918481,212.1177984,212.1177984,,
153,199.2314172,206.6985517,212.6722592,212.6722592,,
154,199.6196446,207.2510618,213.3561964,213.3561964,,
155,199.8459364,206.1432448,211.1810917,211.1810917,,
156,207.4930235,213.7329678,218.7249111,218.7249111,,
157,226.8402482,233.3062617,238.4790657,238.4790657,,
158,238.4387011,244.8686817,250.0126662,250.0126662,,
159,234.7704531,240.5963377,245.2570454,245.2570454,,
160,228.2841888,234.6065783,239.664491,239.664491,,
161,221.5911401,228.2087104,233.5027755,233.5027755,,
162,213.232115,220.4211467,226.172372,226.172372,,
163,205.6773184,214.0038983,220.6651612,220.6651612,,
164,201.234914,209.8456414,216.7342233,216.7342233,,
165,197.5205806,204.0682924,209.3064618,209.3064618,,
166,194.248923,199.4776066,203.6605535,203.6605535,,
167,194.4457741,198.2832643,201.3532533,201.3532533,,
168,200.8673024,204.3096678,207.0635599,207.0635599,,
169,212.9518667,215.3926809,217.3453275,217.3453275,,
170,215.0697431,217.0712207,218.6724028,218.6724028,,
171,211.686575,213.363027,214.7041829,214.7041829,,
